"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000102384",125.278869218988,-2.26344965593298,0.187428128624184,-12.0763605364244,1.40815705428013e-33,1.57700749741494e-32,"centromere protein I","CENPI","2491"
"ENSG00000157502",5.20785352735762,5.75582233179108,1.35773408177681,4.23928544554077,2.24232388875297e-05,6.24477881187477e-05,"PWWP domain containing 3B","PWWP3B","139221"
"ENSG00000147234",5.2525151828939,-3.98041977052695,1.20816098549896,-3.29461041889468,0.000985582147312571,0.00226819326781584,"FERM and PDZ domain containing 3","FRMPD3","84443"
"ENSG00000197565",563.648360733133,3.41302170307903,0.124605048110962,27.3907177503731,3.53780645400958e-165,3.98016729154147e-163,"collagen type IV alpha 6 chain","COL4A6","1288"
"ENSG00000188153",2944.12640623352,2.26608046261254,0.0552681287922033,41.0015774395499,0,0,"collagen type IV alpha 5 chain","COL4A5","1287"
"ENSG00000072315",17.5333411674997,-2.58329034643749,0.509620789004904,-5.06904428188983,3.99818210424476e-07,1.33014013210743e-06,"transient receptor potential cation channel subfamily C member 5","TRPC5","7224"
"ENSG00000009694",7.23626328172858,4.36470864904997,1.19209873744853,3.66136504631474,0.000250874999863842,0.000622247685626608,"teneurin transmembrane protein 1","TENM1","10178"
"ENSG00000013619",175.16241143622,-2.47366157787152,0.162467576300465,-15.2255707520175,2.39261438070855e-52,4.31080082431328e-51,"mastermind like domain containing 1","MAMLD1","10046"
"ENSG00000102032",8.34862145154413,3.4410163927292,0.880670672635448,3.90726806245495,9.3345574507166e-05,0.000242975463985626,"renin binding protein","RENBP","5973"
"ENSG00000091879",40.1448439581042,4.81410863415632,0.564904797862437,8.52198220367856,1.56845494787976e-17,9.69626217359557e-17,"angiopoietin 2","ANGPT2","285"
"ENSG00000275591",9.01436836540411,-2.4503405393949,0.683879799203382,-3.58299885776591,0.000339672093664816,0.000829371656135198,"XK related 5","XKR5","389610"
"ENSG00000159167",15599.4571733462,3.76489178106176,0.187081599369864,20.1243296708111,4.51841382028864e-90,1.69878527763811e-88,"stanniocalcin 1","STC1","6781"
"ENSG00000184661",203.831869946422,-2.59570998766134,0.161096100422079,-16.1128045983762,2.07399855457891e-58,4.34802143632773e-57,"cell division cycle associated 2","CDCA2","157313"
"ENSG00000171320",49.4785025858831,-3.36799905408163,0.346399952916529,-9.72286233218171,2.40912263787783e-22,1.86970244534194e-21,"establishment of sister chromatid cohesion N-acetyltransferase 2","ESCO2","157570"
"ENSG00000168078",197.072225841373,-2.77381140894804,0.17459605499351,-15.8870222414311,7.79431815286701e-57,1.5866389632176e-55,"PDZ binding kinase","PBK","55872"
"ENSG00000104290",5.77688960088559,2.47328280045086,0.884847691543915,2.79515087634504,0.00518754987761733,0.010742463130016,"frizzled class receptor 3","FZD3","7976"
"ENSG00000120875",89.2249498625436,2.55676593508705,0.231660283223956,11.0367038298719,2.54187389676496e-28,2.40141906990525e-27,"dual specificity phosphatase 4","DUSP4","1846"
"ENSG00000157168",1902.05218544265,2.58688975359066,0.122424260160022,21.1305320547521,4.16824107736921e-99,1.81213973446217e-97,"neuregulin 1","NRG1","3084"
"ENSG00000176907",87.3651298398392,2.1019981507792,0.218912161126121,9.602016351975,7.83955366919489e-22,5.95870768316628e-21,"transcriptional and immune response regulator","TCIM","56892"
"ENSG00000104368",13214.4968037918,2.02763709005456,0.0550460855246595,36.8352639561666,5.03520683613264e-297,2.74847697596011e-294,"plasminogen activator, tissue type","PLAT","5327"
"ENSG00000147571",15.6012006641834,2.30428271970766,0.522788067548693,4.40768040194995,1.04483565764184e-05,3.02055471210778e-05,"corticotropin releasing hormone","CRH","1392"
"ENSG00000104321",7567.20986030083,3.29744633697212,0.101231296318792,32.5733884369905,9.76966579469045e-233,2.28548149971663e-230,"transient receptor potential cation channel subfamily A member 1","TRPA1","8989"
"ENSG00000164683",145.840119518095,2.61276644350245,0.185176359293441,14.1096112563814,3.31399763551893e-45,5.10896413726757e-44,"hes related family bHLH transcription factor with YRPW motif 1","HEY1","23462"
"ENSG00000076641",954.690284174,2.03263249197315,0.074490938790507,27.2869764427265,6.05493783092046e-164,6.56159365824307e-162,"phosphoprotein membrane anchor with glycosphingolipid microdomains 1","PAG1","55824"
"ENSG00000170323",20.5714781102005,-3.45967412054796,0.542233831208686,-6.38040992911868,1.76614578734075e-10,7.52949280122302e-10,"fatty acid binding protein 4","FABP4","2167"
"ENSG00000147614",3.59414433926073,5.20361921472031,1.40750974066633,3.69703957590862,0.000218128347613854,0.000544415848794746,"ATPase H+ transporting V0 subunit d2","ATP6V0D2","245972"
"ENSG00000164938",1395.92210584831,2.31778202055932,0.0656155292094735,35.3236809713132,2.54305707443789e-273,9.86304609554357e-271,"tumor protein p53 inducible nuclear protein 1","TP53INP1","94241"
"ENSG00000156486",5.72819429743766,2.7859365646703,0.943189781397384,2.95373913036122,0.00313949270053889,0.00673113811762324,"potassium voltage-gated channel modifier subfamily S member 2","KCNS2","3788"
"ENSG00000147642",8.5536678871083,-2.59042669624181,0.72470745290164,-3.57444467539289,0.000350972012170033,0.000855545073662247,"syntabulin","SYBU","55638"
"ENSG00000164796",1.97686173942908,4.35024547858523,1.591460727253,2.73349219625051,0.00626666083226608,0.0127848902749083,"CUB and Sushi multiple domains 3","CSMD3","114788"
"ENSG00000147676",5.02442318448801,2.21572611384268,0.915893141100564,2.41919719060261,0.0155548054569755,0.0296184396414607,"mal, T cell differentiation protein 2","MAL2","114569"
"ENSG00000214814",11.9281802822276,2.69145176965083,0.643491010389071,4.1825786626351,2.88221244500756e-05,7.92648759367818e-05,"fer-1 like family member 6","FER1L6","654463"
"ENSG00000173334",1074.47707273372,2.41256199115946,0.0759164041352491,31.779192107958,1.25506730587446e-221,2.80260332636028e-219,"tribbles pseudokinase 1","TRIB1","10221"
"ENSG00000165071",4.66299723616632,-2.40218202208168,0.965407876872752,-2.48825608287253,0.0128371261184133,0.0248415920080325,"transmembrane protein 71","TMEM71","137835"
"ENSG00000155926",2.55895405153504,3.62711434914472,1.53113562056648,2.36890468775247,0.0178408504369146,0.0335680395428632,"Src like adaptor","SLA","6503"
"ENSG00000147852",160.717936015008,-2.19580879642137,0.166864964905281,-13.1591961060718,1.50680511290614e-39,2.00426838935115e-38,"very low density lipoprotein receptor","VLDLR","7436"
"ENSG00000147862",30.6958951111512,-3.48674709088105,0.453836696851179,-7.68282317201954,1.55620328749711e-14,8.38279387833785e-14,"nuclear factor I B","NFIB","4781"
"ENSG00000178031",457.541515040327,-2.56031478409183,0.114560748627433,-22.3489704350512,1.23560001717544e-110,6.30113254433619e-109,"ADAMTS like 1","ADAMTSL1","92949"
"ENSG00000177076",97.1484461411842,2.73659755325141,0.227923182231621,12.006666133989,3.27795095620103e-33,3.62147235326018e-32,"alkaline ceramidase 2","ACER2","340485"
"ENSG00000147883",1092.60954361111,2.17982979420979,0.0813913269093582,26.782089406619,5.22457868921964e-158,5.27396169326843e-156,"cyclin dependent kinase inhibitor 2B","CDKN2B","1030"
"ENSG00000176399",7.75879169695775,2.39256841653884,0.756253830790143,3.16371080598568,0.00155771495245615,0.00348176581357892,"DMRT like family A1","DMRTA1","63951"
"ENSG00000230453",67.8136580133658,-2.13641554741768,0.24412744949596,-8.7512303586862,2.11039082785184e-18,1.35643000527172e-17,"ankyrin repeat domain 18B","ANKRD18B","441459"
"ENSG00000165304",262.90712654882,-2.68515133351312,0.148490410990705,-18.0829948250409,4.33864641042121e-73,1.19519571582781e-71,"maternal embryonic leucine zipper kinase","MELK","9833"
"ENSG00000137124",406.518564113566,-2.24190763982535,0.107322437725853,-20.8894587872868,6.67717593821646e-97,2.7877682429868e-95,"aldehyde dehydrogenase 1 family member B1","ALDH1B1","219"
"ENSG00000165072",137.02854136033,-2.55397676764621,0.186509148282223,-13.6935736995676,1.10916993838796e-42,1.61690865993688e-41,"MAM domain containing 2","MAMDC2","256691"
"ENSG00000187210",104.640591299587,-2.36839865990909,0.202443070994909,-11.6990848255243,1.28835425859599e-31,1.34569561043144e-30,"glucosaminyl (N-acetyl) transferase 1","GCNT1","2650"
"ENSG00000106772",128.27080086473,-2.34099243863979,0.186006308850193,-12.5855539691678,2.53557740137783e-36,3.0731364919002e-35,"prune homolog 2 with BCH domain","PRUNE2","158471"
"ENSG00000135069",1446.47934428655,-2.98312261414143,0.243816304514527,-12.2351235701044,2.0179750709766e-34,2.32532576982433e-33,"phosphoserine aminotransferase 1","PSAT1","29968"
"ENSG00000197506",25.2101087705239,-2.59329258653867,0.425543089658387,-6.09407754364074,1.10070298850072e-09,4.43834764556049e-09,"solute carrier family 28 member 3","SLC28A3","64078"
"ENSG00000180447",34.3814617021672,-2.20972813981333,0.351157741590433,-6.29269378999085,3.12003439291335e-10,1.31043222806375e-09,"growth arrest specific 1","GAS1","2619"
"ENSG00000165244",46.5603125763007,-3.32418510597395,0.358889135753271,-9.2624289085732,1.99833658951101e-20,1.41457659251745e-19,"zinc finger protein 367","ZNF367","195828"
"ENSG00000136943",3.36721780404075,-4.25066529228662,1.45458343482083,-2.92225608413464,0.00347505690063013,0.00740320737228779,"cathepsin V","CTSV","1515"
"ENSG00000136842",196.254349126235,2.49061780383984,0.159812693378401,15.5846056479545,9.26332294689479e-55,1.76843074600175e-53,"tropomodulin 1","TMOD1","7111"
"ENSG00000119508",104.04382043247,2.42578807631526,0.20833040664047,11.6439463419356,2.46347403616994e-31,2.54605051508223e-30,"nuclear receptor subfamily 4 group A member 3","NR4A3","8013"
"ENSG00000119326",1060.1999959954,-2.06902763036398,0.0775868059517073,-26.6672613337352,1.1288864563011e-156,1.13180466618814e-154,"catenin alpha like 1","CTNNAL1","8727"
"ENSG00000181634",100.649741533976,2.80329670386264,0.239173638383832,11.720759540246,9.97734075881313e-32,1.04584671481784e-30,"TNF superfamily member 15","TNFSF15","9966"
"ENSG00000182752",6930.41939676306,2.01487019569895,0.0588365433182906,34.2452170379727,5.13836406750215e-257,1.61125977929461e-254,"pappalysin 1","PAPPA","5069"
"ENSG00000056558",67.1489165097798,-2.39336834356844,0.254696452321967,-9.39694417314824,5.61707171477449e-21,4.07203162480799e-20,"TNF receptor associated factor 1","TRAF1","7185"
"ENSG00000197233",6.3893767080205,5.02832791908775,1.30975551479739,3.83913475627977,0.00012346865432622,0.000317293989095,"olfactory receptor family 1 subfamily J member 2","OR1J2","26740"
"ENSG00000239590",7.39906384003076,6.25055134007875,1.29460342273721,4.82815913375469,1.37800959121479e-06,4.35537322653306e-06,"olfactory receptor family 1 subfamily J member 4","OR1J4","26219"
"ENSG00000165202",3.63750596350437,4.18242421802849,1.40327027566532,2.98048372473756,0.00287793530530709,0.00620465338350144,"olfactory receptor family 1 subfamily Q member 1","OR1Q1","158131"
"ENSG00000186193",81.769207222397,-3.15700940872802,0.257373312228937,-12.2662656100094,1.37447753482416e-34,1.59755914102827e-33,"suppressor APC domain containing 2","SAPCD2","89958"
"ENSG00000184363",14.2138843564389,-2.01013221550674,0.526361368777769,-3.8189204883602,0.000134036954044723,0.000343255713068832,"plakophilin 3","PKP3","11187"
"ENSG00000167332",9.01171850441895,-2.66853785486882,0.721270006957571,-3.69977654571431,0.000215789383395876,0.000538943218520323,"olfactory receptor family 51 subfamily E member 2","OR51E2","81285"
"ENSG00000121236",35.1070032876928,-2.16018021423455,0.355421261422113,-6.0778024521978,1.21840724405132e-09,4.89021948878766e-09,"tripartite motif containing 6","TRIM6","117854"
"ENSG00000182261",43.2089584488167,-3.20021801546196,0.362035848759568,-8.83950588436689,9.61428470604754e-19,6.27525810441668e-18,"NLR family pyrin domain containing 10","NLRP10","338322"
"ENSG00000166402",239.580092966316,-2.62684113454948,0.141918818733579,-18.5094630718481,1.7321859001784e-76,5.05523877164935e-75,"TUB bipartite transcription factor","TUB","7275"
"ENSG00000133818",917.65645300902,-2.58022994832454,0.0872303197088443,-29.5795080992111,2.74196632636266e-192,4.44078018878384e-190,"RAS related 2","RRAS2","22800"
"ENSG00000175868",5.98159152971808,5.94541711854649,1.32106982789515,4.50045636726051,6.78077230771228e-06,1.99950024551948e-05,"calcitonin related polypeptide beta","CALCB","797"
"ENSG00000188487",282.820851484022,4.38603178024935,0.199724935772763,21.9603614505079,6.89484522174429e-107,3.36477579066448e-105,"INSC spindle orientation adaptor protein","INSC","387755"
"ENSG00000129173",24.145160242982,-2.11266768259503,0.41506735301577,-5.08993942126488,3.58177922076466e-07,1.19647013045398e-06,"E2F transcription factor 8","E2F8","79733"
"ENSG00000166833",556.856531079937,-2.37829288221885,0.0943256734040109,-25.2136326875957,2.83923123296017e-140,2.28658961264301e-138,"neuron navigator 2","NAV2","89797"
"ENSG00000135363",6.03572730144971,5.95582750039612,1.33543553110023,4.45983902756376,8.20212331796246e-06,2.39609303191538e-05,"LIM domain only 2","LMO2","4005"
"ENSG00000135373",7.51599619185876,2.07147133280254,0.7459108418612,2.77710312888575,0.00548457738351644,0.011313044293669,"ETS homologous factor","EHF","26298"
"ENSG00000187479",217.31151834173,4.98607411206143,0.276075406040326,18.0605515847114,6.5168163396188e-73,1.79188132860638e-71,"chromosome 11 open reading frame 96","C11orf96","387763"
"ENSG00000234776",4.54168150825213,2.44848020811439,0.987330102850902,2.47990028972523,0.0131419127121129,0.0253714316938852,"Frey regulator of sperm-oocyte fusion 1","FREY1","143678"
"ENSG00000183134",6.0208413448521,2.57783411245586,0.881067063712578,2.92580919049858,0.00343561586772339,0.00732447658881923,"prostaglandin D2 receptor 2","PTGDR2","11251"
"ENSG00000167992",55.6714717701501,2.35171731537328,0.282900928569722,8.31286531035084,9.34185290415482e-17,5.57184249702281e-16,"von Willebrand factor C and EGF domains","VWCE","220001"
"ENSG00000133318",1500.97300012898,-2.41401849883444,0.0690680721887591,-34.9512940253648,1.23760619416396e-267,4.1454182021792e-265,"reticulon 3","RTN3","10313"
"ENSG00000146670",234.421797339318,-2.27263383278744,0.141477236705764,-16.0636006590511,4.59108582402849e-58,9.59764863468537e-57,"cell division cycle associated 5","CDCA5","113130"
"ENSG00000174576",2.21030781388007,-3.62115289716277,1.54224847547867,-2.34796983413381,0.0188760499825983,0.0353353517901098,"neuronal PAS domain protein 4","NPAS4","266743"
"ENSG00000131620",177.191004531121,-2.06993167315941,0.159575604825623,-12.9714794151733,1.77569629840911e-38,2.28760594807286e-37,"anoctamin 1","ANO1","55107"
"ENSG00000175567",35.3534567964114,-2.89558837241469,0.373786935786816,-7.74662807922787,9.43648270795215e-15,5.13002147361854e-14,"uncoupling protein 2","UCP2","7351"
"ENSG00000165434",1243.14971044106,2.51723600339355,0.0694013569941872,36.2707029432348,4.6879735316929e-288,2.15910480969031e-285,"phosphoglucomutase 2 like 1","PGM2L1","283209"
"ENSG00000165490",89.3021061469361,-2.13573753794748,0.221990525480732,-9.62084995889998,6.52894090818257e-22,4.98567518677693e-21,"DNA damage induced apoptosis suppressor","DDIAS","220042"
"ENSG00000137501",417.114534231623,-2.10265733268028,0.107811510906629,-19.5030875181901,1.03350955315298e-84,3.5096460355688e-83,"synaptotagmin like 2","SYTL2","54843"
"ENSG00000149201",28.517786969296,-2.60322142432529,0.399022954782734,-6.52398914178442,6.84616675948335e-11,2.99402984276752e-10,"coiled-coil domain containing 81","CCDC81","60494"
"ENSG00000214376",2.87229709981023,-4.0198325993502,1.46578241058477,-2.74244838137094,0.00609830338926195,0.0124776892060173,"V-set and transmembrane domain containing 5","VSTM5","387804"
"ENSG00000149218",387.648413542227,-2.53980794411235,0.111380362963505,-22.8030137138675,4.28007450025009e-115,2.30218021841919e-113,"endonuclease domain containing 1","ENDOD1","23052"
"ENSG00000149212",195.716908291826,-2.19037607293854,0.153288237092668,-14.2892639023201,2.55293584844812e-46,4.01549290655586e-45,"sestrin 3","SESN3","143686"
"ENSG00000023445",82.153137718778,-2.93195979851457,0.250995034060258,-11.6813458461121,1.58761693697157e-31,1.65242220459654e-30,"baculoviral IAP repeat containing 3","BIRC3","330"
"ENSG00000166670",61.3773644453775,3.32437743528638,0.342335968334067,9.71086226043974,2.7103445742099e-22,2.10016079572584e-21,"matrix metallopeptidase 10","MMP10","4319"
"ENSG00000149968",610.045543455832,3.82854066366896,0.302649934526268,12.6500627520759,1.11785502057761e-36,1.37176913349482e-35,"matrix metallopeptidase 3","MMP3","4314"
"ENSG00000137745",2.52140570581131,3.63891528952985,1.49252014395752,2.43810129080136,0.0147646362297591,0.0282635678340291,"matrix metallopeptidase 13","MMP13","4322"
"ENSG00000170962",442.998331547086,2.42435629912805,0.108571231827895,22.3296379557625,1.90463959125899e-110,9.67950975723278e-109,"platelet derived growth factor D","PDGFD","80310"
"ENSG00000152578",320.281587756857,4.79254759634827,0.200589345256426,23.892333813751,3.67966235789293e-126,2.41026061469449e-124,"glutamate ionotropic receptor AMPA type subunit 4","GRIA4","2893"
"ENSG00000152402",4.13386759039514,3.43246322408648,1.27012945399512,2.70245148105956,0.00688302292964216,0.0139439164174661,"guanylate cyclase 1 soluble subunit alpha 2","GUCY1A2","2977"
"ENSG00000149591",9681.57754889774,-2.09364156903608,0.142447595231605,-14.6976266298637,6.67588042563899e-49,1.11933021289041e-47,"transgelin","TAGLN","6876"
"ENSG00000110002",899.504360793506,4.43907473642135,0.126316442695776,35.1424932628331,1.51368681108393e-270,5.31159910041784e-268,"von Willebrand factor A domain containing 5A","VWA5A","4013"
"ENSG00000149548",33.7639135412465,-2.69959430740953,0.372546841661904,-7.24632181920222,4.28241905629263e-13,2.13512490025848e-12,"coiled-coil domain containing 15","CCDC15","80071"
"ENSG00000120457",2.38132019253542,-3.69240244520946,1.5235580129797,-2.42353911945108,0.0153700977598998,0.0292894363570472,"potassium inwardly rectifying channel subfamily J member 5","KCNJ5","3762"
"ENSG00000174370",6.56629023143366,-3.2649227957818,0.925533251975718,-3.5276126371605,0.000419325311245813,0.00101278538792868,"KCNJ5 antisense RNA 1","KCNJ5-AS1","219833"
"ENSG00000187134",392.12236595253,2.06560776539207,0.123261115151675,16.7579837554633,4.95132505431577e-63,1.1243856494685e-61,"aldo-keto reductase family 1 member C1","AKR1C1","1645"
"ENSG00000065328",105.647799964545,-2.6341851983433,0.208967479771147,-12.6057183693279,1.96375136249881e-36,2.39386001493031e-35,"minichromosome maintenance 10 replication initiation factor","MCM10","55388"
"ENSG00000077943",161.821193997302,3.06561273901099,0.194888685130753,15.7300704089323,9.4106375666688e-56,1.86334817381747e-54,"integrin subunit alpha 8","ITGA8","8516"
"ENSG00000150054",13.4350446990032,-2.27806596837245,0.550312949980787,-4.13958270190076,3.47938152954659e-05,9.48559470633697e-05,"MAGUK p55 scaffold protein 7","MPP7","143098"
"ENSG00000170312",258.398617767853,-2.72622711904589,0.137975727844607,-19.7587442489613,6.74622591853299e-87,2.40159124607099e-85,"cyclin dependent kinase 1","CDK1","983"
"ENSG00000196932",91.5494451791518,2.85472449125035,0.241627606070108,11.8145626556514,3.28252585063332e-32,3.50056917414138e-31,"transmembrane protein 26","TMEM26","219623"
"ENSG00000138347",213.944820748303,-2.6317916975877,0.154245056099781,-17.0624055262115,2.82671441214478e-65,6.75204489565473e-64,"myopalladin","MYPN","84665"
"ENSG00000122861",28007.1433373973,2.26252546550257,0.0552183311595227,40.9741732137153,0,0,"plasminogen activator, urokinase","PLAU","5328"
"ENSG00000122378",146.718607800447,2.06564698585682,0.175126006290285,11.7952040911208,4.13197683183285e-32,4.38423862833352e-31,"peroxiredoxin like 2A","PRXL2A","84293"
"ENSG00000122367",18.0565694158344,-2.5463495616296,0.49099754211866,-5.18607394782889,2.14773558117717e-07,7.29507420958497e-07,"LIM domain binding 3","LDB3","11155"
"ENSG00000152779",20.4758516261274,-4.15979665550931,0.637423831355194,-6.52595094642975,6.75714337465109e-11,2.95979356093464e-10,"solute carrier family 16 member 12","SLC16A12","387700"
"ENSG00000138182",319.095678403888,-2.48274457513903,0.12462221345727,-19.9221672145175,2.61427452709279e-88,9.56059006955176e-87,"kinesin family member 20B","KIF20B","9585"
"ENSG00000138160",450.256121980529,-2.57259579571849,0.106782845563828,-24.0918452971996,3.04349548090436e-128,2.04817517797116e-126,"kinesin family member 11","KIF11","3832"
"ENSG00000138180",359.368768496895,-3.18369269399599,0.135565738264645,-23.4844934623594,5.87512907692298e-122,3.5486742760529e-120,"centrosomal protein 55","CEP55","55165"
"ENSG00000138131",355.511966869605,-2.02614965987507,0.121679047073803,-16.6515904636082,2.94665793736158e-62,6.57997646679318e-61,"lysyl oxidase like 4","LOXL4","84171"
"ENSG00000119915",2.17980148924883,4.48360138580134,1.54000697363907,2.9114162874253,0.00359794304345019,0.00764841837218649,"ELOVL fatty acid elongase 3","ELOVL3","83401"
"ENSG00000156398",29.4001584050284,-3.52403018889137,0.468403024033651,-7.52350008021767,5.33289676246979e-14,2.80200472318288e-13,"sideroflexin 2","SFXN2","118980"
"ENSG00000065618",4.75734338040703,-3.14992603175395,1.06947454990352,-2.94530246843005,0.00322639087396352,0.00690639777784667,"collagen type XVII alpha 1 chain","COL17A1","1308"
"ENSG00000107518",45.5630104273716,3.94040200383942,0.42251721918947,9.32601518915237,1.0992614550207e-20,7.85294480278699e-20,"attractin like 1","ATRNL1","26033"
"ENSG00000151892",274.725023021228,-2.07894919178992,0.127164327235611,-16.348525069755,4.45636520672421e-60,9.64433339452297e-59,"GDNF family receptor alpha 1","GFRA1","2674"
"ENSG00000203780",40.5975573621356,2.0045822021895,0.314399637648593,6.37590493800136,1.81885724937378e-10,7.74749079227481e-10,"fibronectin type III and ankyrin repeat domains 1","FANK1","92565"
"ENSG00000132334",127.772488179998,3.17205811336963,0.22470695397919,14.1164216647402,3.00886209653144e-45,4.65315945211756e-44,"protein tyrosine phosphatase receptor type E","PTPRE","5791"
"ENSG00000148773",1840.19727265675,-3.19605832567065,0.0757850351652739,-42.1726838115283,0,0,"marker of proliferation Ki-67","MKI67","4288"
"ENSG00000151062",5.35018937504424,2.33678320125253,0.902047546503559,2.59053218459512,0.00958276604494808,0.0189597000900047,"calcium voltage-gated channel auxiliary subunit alpha2delta 4","CACNA2D4","93589"
"ENSG00000111206",489.63700653501,-3.02314009593891,0.111928825364897,-27.0094864846766,1.14349478657963e-160,1.20377329747218e-158,"forkhead box M1","FOXM1","2305"
"ENSG00000197905",124.910001773902,-2.87371231552435,0.207138072312123,-13.8734144015502,9.18007184037728e-44,1.36939168809191e-42,"TEA domain transcription factor 4","TEAD4","7004"
"ENSG00000111247",81.5387879102889,-2.40596059157032,0.232463185625589,-10.349856408857,4.19113916710354e-25,3.57459543083171e-24,"RAD51 associated protein 1","RAD51AP1","10635"
"ENSG00000089692",2.74393412936067,-2.96902225853363,1.34522488921079,-2.20708246059548,0.0273082989031708,0.049449528103567,"lymphocyte activating 3","LAG3","3902"
"ENSG00000111665",169.507662978251,-2.72307983560973,0.174013235627261,-15.6486937662754,3.3910862104781e-55,6.57603007500346e-54,"cell division cycle associated 3","CDCA3","83461"
"ENSG00000059804",3443.39680712992,2.07976295761976,0.0543254349135801,38.2834110933159,0,0,"solute carrier family 2 member 3","SLC2A3","6515"
"ENSG00000110848",14.3990270131008,5.32288134950553,1.09228443132167,4.87316416573365,1.09824886908e-06,3.51029968173955e-06,"CD69 molecule","CD69","969"
"ENSG00000060140",10.7825482970976,-2.42739362980073,0.630799575602206,-3.84812184992891,0.000119026850678604,0.00030609278054463,"serine/threonine/tyrosine kinase 1","STYK1","55359"
"ENSG00000172572",26.8702391542954,2.71925232889339,0.431249104189398,6.30552574481206,2.87217254461761e-10,1.21046837182083e-09,"phosphodiesterase 3A","PDE3A","5139"
"ENSG00000121361",51.4405648984805,-2.73779154700699,0.304639275152568,-8.98699468620997,2.54082908919543e-19,1.70289855009378e-18,"potassium inwardly rectifying channel subfamily J member 8","KCNJ8","3764"
"ENSG00000069431",90.3822487707062,-2.17623790715864,0.2182295746218,-9.97224098030773,2.01627288721501e-23,1.61939127039644e-22,"ATP binding cassette subfamily C member 9","ABCC9","10060"
"ENSG00000111728",7.00069408777413,2.23191853438595,0.786254451313593,2.83867204905116,0.00453016899656426,0.00947164571873516,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1","ST8SIA1","6489"
"ENSG00000152936",8.26721383677705,-3.64373985136445,0.890101050560322,-4.09362493064209,4.24681086008076e-05,0.000115054225102703,"lamin tail domain containing 1","LMNTD1","160492"
"ENSG00000087494",91.5264897887427,2.07297907310073,0.21380563135552,9.69562429183049,3.14707099875481e-22,2.43089792346165e-21,"parathyroid hormone like hormone","PTHLH","5744"
"ENSG00000110900",90.591408541607,2.75193863634111,0.239809401502485,11.4755243918683,1.75112818787503e-30,1.76164691009571e-29,"tetraspanin 11","TSPAN11","441631"
"ENSG00000013573",80.0301336071541,-2.07763896408659,0.224471810104165,-9.25567875593141,2.12873540263982e-20,1.50399340192261e-19,"DEAD/H-box helicase 11","DDX11","1663"
"ENSG00000057294",7.8075260263029,-2.58988243154518,0.773712006168402,-3.34734683047102,0.000815890616300137,0.00189752184046574,"plakophilin 2","PKP2","5318"
"ENSG00000018236",6.73355335695862,-2.62758067477812,0.819372654061504,-3.20682007356922,0.00134210909710521,0.00302446542402701,"contactin 1","CNTN1","1272"
"ENSG00000139173",134.676893239746,-2.21994456891217,0.178257259802008,-12.4535997657424,1.33677047735818e-35,1.59138314178553e-34,"transmembrane protein 117","TMEM117","84216"
"ENSG00000135451",112.071656447199,-3.11046222373779,0.219705547666721,-14.1574132140539,1.68067672203329e-45,2.61284952840998e-44,"trophinin associated protein","TROAP","10024"
"ENSG00000186897",2.86015202904957,-4.04401243537714,1.49756738138943,-2.70038763239163,0.006925872848801,0.0140249400997017,"complement C1q like 4","C1QL4","338761"
"ENSG00000161800",563.923688119321,-2.79230082382021,0.102045843626786,-27.3631999558212,7.52223196994378e-165,8.39868596765389e-163,"Rac GTPase activating protein 1","RACGAP1","29127"
"ENSG00000139567",436.249907247315,2.21057723041312,0.113715316371264,19.4395733218199,3.57123401892669e-84,1.19892589911029e-82,"activin A receptor like type 1","ACVRL1","94"
"ENSG00000161835",291.047011144609,2.92350515943543,0.151617097858087,19.2821601305931,7.58421895950362e-83,2.45662019835526e-81,"trafficking regulator and scaffold protein tamalin","TAMALIN","160622"
"ENSG00000186442",2.59038694027711,4.7408733251199,1.49635708724368,3.16827672053378,0.00153345486900949,0.00343153019426995,"keratin 3","KRT3","3850"
"ENSG00000135476",162.982841162264,-2.74549200115289,0.174938426819825,-15.6940476204268,1.66117015662572e-55,3.27303820432484e-54,"extra spindle pole bodies like 1, separase","ESPL1","9700"
"ENSG00000198056",30.476781203393,-2.69232304408862,0.401953867380297,-6.69808966296463,2.11161697499344e-11,9.58159204970854e-11,"DNA primase subunit 1","PRIM1","5557"
"ENSG00000139269",34.6708234276748,-3.70718034609459,0.449139631735466,-8.25395953541246,1.53231254089066e-16,9.06592622547033e-16,"inhibin subunit beta E","INHBE","83729"
"ENSG00000111087",31.0511512484165,-2.52835910257517,0.39712428549634,-6.36666956646867,1.9317671881997e-10,8.21182140746676e-10,"GLI family zinc finger 1","GLI1","2735"
"ENSG00000139289",12942.9106281238,2.03736205042695,0.0462973434178546,44.0060249686214,0,0,"pleckstrin homology like domain family A member 1","PHLDA1","22822"
"ENSG00000139304",11.3813847987164,-3.22848809200425,0.699270929601167,-4.61693451756337,3.89450090231387e-06,1.17810251022787e-05,"protein tyrosine phosphatase receptor type Q","PTPRQ","374462"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117042,27.2855920323927,6.28835886268572e-164,6.76480532250089e-162,"solute carrier family 6 member 15","SLC6A15","55117"
"ENSG00000231738",2.043982825673,4.3872523363032,1.56356342765744,2.80593179572911,0.00501713106241612,0.010417367934332,"tetraspanin 19","TSPAN19","144448"
